Pic_id,MetaphorOccurrence,TargetCategory,SourceCategory,SentimentCategory
1879.jpg,1,12,12,-1
188.jpg,0,,,-1
1880.jpg,1,12,11,1
1881.jpg,0,,,1
1882.jpg,0,,,-1
1883.jpg,1,11,11,1
1884.jpg,0,,,1
1885.jpg,1,11,10,-1
1886.jpg,0,,,-1
1887.jpg,0,,,-1
1888.jpg,0,,,1
1889.jpg,0,,,1
189.jpg,0,,,0
1890.jpg,0,,,-1
1891.jpg,0,,,1
1892.jpg,1,6,7,1
1893.jpg,1,12,12,-1
1894.jpg,1,12,12,-1
1895.jpg,0,,,-1
1896.jpg,1,6,12,1
1897.jpg,0,,,-1
1898.jpg,0,,,1
1899.jpg,1,12,11,1
19.jpg,1,7,13,0
190.jpg,0,,,-1
1900.jpg,0,,,0
1901.jpg,0,,,1
1902.jpg,0,,,0
1903.jpg,0,,,1
1904.jpg,1,10,4,-1
1905.jpg,0,,,0
1906.jpg,1,12,11,1
1907.jpg,1,12,11,1
1908.jpg,1,12,12,-1
1909.jpg,1,10,12,-1
191.jpg,0,,,0
1910.jpg,1,12,12,-1
1911.jpg,0,,,1
1912.jpg,0,,,1
1913.jpg,0,,,1
1914.jpg,1,4,11,1
1915.jpg,1,12,10,1
1916.jpg,0,,,1
1917.jpg,1,12,11,1
1918.jpg,1,12,12,-1
1919.jpg,1,11,10,1
192.jpg,0,,,1
1920.jpg,0,,,1
1921.jpg,1,10,12,0
1922.jpg,0,,,0
1923.jpg,0,,,0
1924.jpg,0,,,0
1925.jpg,1,12,11,1
1926.jpg,1,12,12,-1
1927.jpg,1,12,12,-1
1928.jpg,1,12,12,-1
1929.jpg,1,11,8,-1
193.jpg,0,,,1
1930.jpg,1,12,10,1
1931.jpg,1,11,8,-1
1932.jpg,1,12,11,1
1933.jpg,1,11,12,-1
1934.jpg,0,,,-1
1935.jpg,0,,,1
1936.jpg,0,,,1
1937.jpg,0,,,1
1938.jpg,0,,,0
1939.jpg,1,3,7,0
194.jpg,0,,,-1
1940.jpg,0,,,-1
1941.jpg,1,11,11,1
1942.jpg,0,,,-1
1943.jpg,1,12,5,-1
1944.jpg,0,,,0
1945.jpg,1,11,11,1
1946.jpg,1,11,5,1
1947.jpg,1,11,10,-1
1948.jpg,0,,,0
1949.jpg,0,,,1
195.jpg,1,3,8,0
1950.jpg,1,5,11,1
1951.jpg,0,,,0
1952.jpg,0,,,0
1953.jpg,0,,,1
1954.jpg,1,11,12,1
1955.jpg,0,,,1
1956.jpg,0,,,0
1957.jpg,1,5,8,-1
1958.jpg,0,,,1
1959.jpg,1,12,12,-1
196.jpg,0,,,1
1960.jpg,1,12,10,-1
1961.jpg,1,12,12,-1
1962.jpg,0,,,-1
1963.jpg,0,,,1
1964.jpg,0,,,1
1965.jpg,0,,,-1
1966.jpg,0,,,1
1967.jpg,0,,,1
1968.jpg,1,3,7,1
1969.jpg,0,,,0
197.jpg,1,12,12,1
1970.jpg,0,,,1
1971.jpg,0,,,-1
1972.jpg,1,6,12,1
1973.jpg,1,12,12,-1
1974.jpg,1,11,12,1
1975.jpg,0,,,0
1976.jpg,1,5,11,0
1977.jpg,0,,,-1
1978.jpg,0,,,-1
1979.jpg,0,,,-1
198.jpg,0,,,1
1980.jpg,0,,,0
1981.jpg,1,12,9,1
1982.jpg,0,,,-1
1983.jpg,1,11,12,-1
1984.jpg,0,,,1
1985.jpg,1,12,12,1
1986.jpg,0,,,-1
1987.jpg,1,11,12,1
1988.jpg,1,5,6,-1
1989.jpg,0,,,-1
199.jpg,0,,,0
1990.jpg,0,,,-1
1991.jpg,0,,,0
1992.jpg,1,12,12,-1
1993.jpg,0,,,0
1994.jpg,0,,,1
1995.jpg,1,11,12,-1
1996.jpg,0,,,0
1997.jpg,0,,,0
1998.jpg,1,12,12,-1
1999.jpg,1,7,5,-1
2.jpg,0,,,0
20.jpg,1,12,12,1
200.jpg,0,,,1
2000.jpg,0,,,1
2001.jpg,0,,,-1
2002.jpg,1,12,12,-1
2003.jpg,0,,,-1
2004.jpg,1,3,9,1
2005.jpg,1,11,8,-1
2006.jpg,0,,,0
2007.jpg,1,12,12,-1
2008.jpg,0,,,0
2009.jpg,0,,,0
201.jpg,1,12,12,0
2010.jpg,0,,,0
2011.jpg,1,11,12,1
2012.jpg,1,12,11,1
2013.jpg,0,,,1
2014.jpg,1,12,12,-1
2015.jpg,0,,,0
2016.jpg,0,,,0
2017.jpg,1,12,12,-1
2018.jpg,0,,,0
2019.jpg,0,,,1
202.jpg,1,12,12,-1
2020.jpg,0,,,1
2021.jpg,0,,,0
2022.jpg,0,,,0
2023.jpg,0,,,0
2024.jpg,1,11,6,1
2025.jpg,1,11,12,-1
2026.jpg,0,,,1
2027.jpg,0,,,0
2028.jpg,0,,,0
2029.jpg,1,5,5,1
203.jpg,0,,,1
2030.jpg,0,,,1
2031.jpg,0,,,0
2032.jpg,1,12,12,-1
2033.jpg,0,,,0
2034.jpg,1,12,12,-1
2035.jpg,0,,,1
2036.jpg,1,10,5,-1
2037.jpg,1,3,12,-1
2038.jpg,0,,,1
2039.jpg,0,,,1
204.jpg,0,,,-1
2040.jpg,1,6,12,-1
2041.jpg,1,12,12,-1
2042.jpg,0,,,0
2043.jpg,1,12,11,1
2044.jpg,1,12,8,1
2045.jpg,1,3,12,0
2046.jpg,1,5,12,-1
2047.jpg,0,,,0
2048.jpg,1,11,12,0
2049.jpg,0,,,-1
205.jpg,0,,,0
2050.jpg,0,,,0
2051.jpg,1,12,12,0
2052.jpg,0,,,1
2053.jpg,1,12,12,-1
2054.jpg,1,12,12,-1
2055.jpg,0,,,1
2056.jpg,1,12,11,1
2057.jpg,1,12,12,0
2058.jpg,0,,,1
2059.jpg,1,12,5,0
206.jpg,0,,,1
2060.jpg,1,12,12,0
2061.jpg,0,,,0
2062.jpg,1,11,8,-1
2063.jpg,0,,,0
2064.jpg,0,,,1
2065.jpg,0,,,0
2066.jpg,0,,,-1
2067.jpg,0,,,1
2068.jpg,1,12,12,0
2069.jpg,1,11,8,-1
207.jpg,1,12,10,1
2070.jpg,0,,,0
2071.jpg,1,12,12,-1
2072.jpg,0,,,1
2073.jpg,0,,,1
2074.jpg,0,,,0
2075.jpg,1,12,12,0
2076.jpg,0,,,-1
2077.jpg,0,,,0
2078.jpg,1,7,12,-1
2079.jpg,0,,,0
208.jpg,0,,,-1
2080.jpg,1,12,11,1
2081.jpg,0,,,0
2082.jpg,1,11,3,-1
2083.jpg,1,12,12,-1
2084.jpg,0,,,-1
2085.jpg,1,12,6,1
2086.jpg,0,,,0
2087.jpg,0,,,-1
2088.jpg,1,11,13,0
2089.jpg,0,,,1
209.jpg,0,,,1
2090.jpg,1,11,5,0
2091.jpg,1,12,6,-1
2092.jpg,1,6,3,0
2093.jpg,1,12,12,-1
2094.jpg,1,7,10,-1
2095.jpg,0,,,0
2096.jpg,0,,,1
2097.jpg,0,,,0
2098.jpg,0,,,-1
2099.jpg,0,,,0
21.jpg,0,,,1
210.jpg,0,,,0
2100.jpg,0,,,0
2101.jpg,1,11,11,1
2102.jpg,1,5,10,0
2103.jpg,0,,,-1
2104.jpg,1,12,12,-1
2105.jpg,1,12,12,-1
2106.jpg,0,,,-1
2107.jpg,1,7,12,0
2108.jpg,0,,,-1
2109.jpg,1,10,11,-1
211.jpg,0,,,1
2110.jpg,0,,,1
2111.jpg,1,12,12,-1
2112.jpg,1,12,3,0
2113.jpg,0,,,-1
2114.jpg,0,,,1
2115.jpg,0,,,0
2116.jpg,1,6,12,1
2117.jpg,0,,,1
2118.jpg,0,,,1
2119.jpg,0,,,-1
212.jpg,1,7,10,1
2120.jpg,1,11,6,1
2121.jpg,0,,,1
2122.jpg,0,,,1
2123.jpg,0,,,0
2124.jpg,0,,,1
2125.jpg,0,,,1
2126.jpg,1,5,6,1
2127.jpg,0,,,0
2128.jpg,1,12,11,1
2129.jpg,1,11,5,1
213.jpg,0,,,-1
2130.jpg,1,7,8,-1
2131.jpg,1,11,3,-1
2132.jpg,0,,,0
2133.jpg,0,,,1
2134.jpg,0,,,0
2135.jpg,1,12,9,0
2136.jpg,1,7,12,-1
2137.jpg,0,,,1
2138.jpg,1,10,10,1
2139.jpg,1,11,10,1
214.jpg,0,,,-1
2140.jpg,0,,,0
2141.jpg,0,,,1
2142.jpg,0,,,1
2143.jpg,0,,,0
2144.jpg,1,6,12,1
2145.jpg,0,,,-1
2146.jpg,0,,,1
2147.jpg,1,8,12,1
2148.jpg,0,,,1
2149.jpg,0,,,1
215.jpg,0,,,1
2150.jpg,0,,,0
2151.jpg,1,12,11,1
2152.jpg,1,12,12,-1
2153.jpg,0,,,1
2154.jpg,0,,,-1
2155.jpg,0,,,1
2156.jpg,1,12,12,1
2157.jpg,0,,,0
2158.jpg,1,12,12,-1
2159.jpg,1,12,11,1
216.jpg,1,11,8,-1
2160.jpg,0,,,1
2161.jpg,1,11,11,1
2162.jpg,0,,,-1
2163.jpg,1,12,12,0
2164.jpg,1,12,12,1
2165.jpg,1,12,12,1
2166.jpg,0,,,-1
2167.jpg,1,11,8,-1
2168.jpg,1,7,6,1
2169.jpg,0,,,-1
217.jpg,0,,,0
2170.jpg,0,,,0
2171.jpg,0,,,0
2172.jpg,1,12,6,1
2173.jpg,1,12,12,0
2174.jpg,1,12,9,1
2175.jpg,1,12,2,1
2176.jpg,0,,,1
2177.jpg,1,4,3,-1
2178.jpg,1,2,7,0
2179.jpg,1,12,11,-1
218.jpg,1,11,10,1
2180.jpg,0,,,1
2181.jpg,1,7,6,-1
2182.jpg,0,,,0
2183.jpg,0,,,-1
2184.jpg,1,12,12,0
2185.jpg,0,,,0
2186.jpg,0,,,1
2187.jpg,0,,,1
2188.jpg,0,,,-1
2189.jpg,0,,,1
219.jpg,0,,,-1
2190.jpg,0,,,0
2191.jpg,1,12,12,-1
2192.jpg,1,12,12,-1
2193.jpg,1,12,7,0
2194.jpg,1,12,12,-1
2195.jpg,0,,,1
2196.jpg,0,,,0
2197.jpg,0,,,1
2198.jpg,0,,,-1
2199.jpg,0,,,1
22.jpg,1,12,10,-1
220.jpg,0,,,1
2200.jpg,0,,,1
2201.jpg,1,12,4,0
2202.jpg,1,12,3,0
2203.jpg,0,,,1
2204.jpg,1,11,6,1
2205.jpg,1,12,12,0
2206.jpg,0,,,1
2207.jpg,1,7,12,0
2208.jpg,0,,,0
2209.jpg,1,12,6,0
221.jpg,1,12,12,0
2210.jpg,1,11,8,-1
2211.jpg,0,,,1
2212.jpg,0,,,1
2213.jpg,0,,,-1
2214.jpg,0,,,1
2215.jpg,1,12,5,1
2216.jpg,1,10,3,-1
2217.jpg,0,,,1
2218.jpg,1,5,12,-1
2219.jpg,0,,,-1
222.jpg,1,10,4,0
2220.jpg,1,11,9,1
2221.jpg,1,12,12,-1
2222.jpg,0,,,0
2223.jpg,1,12,3,1
2224.jpg,0,,,1
2225.jpg,0,,,1
2226.jpg,0,,,1
2227.jpg,0,,,1
2228.jpg,0,,,0
2229.jpg,1,12,12,-1
223.jpg,0,,,1
2230.jpg,0,,,1
2231.jpg,1,10,11,1
2232.jpg,1,4,3,-1
2233.jpg,0,,,1
2234.jpg,1,11,5,1
2235.jpg,0,,,1
2236.jpg,1,12,12,-1
2237.jpg,0,,,1
2238.jpg,1,12,12,0
2239.jpg,0,,,0
224.jpg,0,,,0
2240.jpg,0,,,0
2241.jpg,1,12,11,1
2242.jpg,0,,,1
2243.jpg,0,,,-1
2244.jpg,1,12,10,1
2245.jpg,0,,,-1
2246.jpg,0,,,1
2247.jpg,0,,,1
2248.jpg,1,12,12,1
2249.jpg,0,,,1
225.jpg,0,,,1
2250.jpg,1,4,12,-1
2251.jpg,1,6,12,1
2252.jpg,1,12,10,0
2253.jpg,1,12,12,-1
2254.jpg,1,12,12,1
2255.jpg,1,12,12,-1
2256.jpg,1,12,11,1
2257.jpg,1,7,6,0
2258.jpg,0,,,1
2259.jpg,1,7,12,-1
226.jpg,1,11,9,0
2260.jpg,1,9,12,-1
2261.jpg,0,,,1
2262.jpg,0,,,1
2263.jpg,1,12,12,-1
2264.jpg,1,4,11,1
2265.jpg,0,,,0
2266.jpg,0,,,1
2267.jpg,0,,,1
2268.jpg,0,,,0
2269.jpg,0,,,0
227.jpg,0,,,1
2270.jpg,0,,,1
2271.jpg,1,12,11,-1
2272.jpg,0,,,1
2273.jpg,1,11,12,0
2274.jpg,1,12,3,-1
2275.jpg,0,,,1
2276.jpg,1,12,3,-1
2277.jpg,1,10,12,1
2278.jpg,1,5,9,-1
2279.jpg,0,,,0
228.jpg,0,,,-1
2280.jpg,1,12,12,-1
2281.jpg,1,12,12,-1
2282.jpg,0,,,0
2283.jpg,0,,,1
2284.jpg,1,12,11,1
2285.jpg,0,,,0
2286.jpg,0,,,1
2287.jpg,0,,,-1
2288.jpg,0,,,0
2289.jpg,0,,,-1
229.jpg,0,,,1
2290.jpg,0,,,1
2291.jpg,1,11,3,-1
2292.jpg,0,,,0
2293.jpg,0,,,0
2294.jpg,0,,,-1
2295.jpg,1,12,12,-1
2296.jpg,0,,,0
2297.jpg,1,6,12,-1
2298.jpg,1,12,12,1
2299.jpg,0,,,1
23.jpg,1,10,12,-1
230.jpg,0,,,-1
2300.jpg,0,,,1
2301.jpg,0,,,1
2302.jpg,0,,,0
2303.jpg,0,,,0
2304.jpg,1,12,12,-1
2305.jpg,0,,,-1
2306.jpg,0,,,1
2307.jpg,0,,,1
2308.jpg,0,,,1
2309.jpg,1,12,9,1
231.jpg,0,,,1
2310.jpg,1,12,12,0
2311.jpg,0,,,1
2312.jpg,0,,,1
2313.jpg,0,,,1
2314.jpg,0,,,1
2315.jpg,0,,,-1
2316.jpg,1,12,10,-1
2317.jpg,1,6,12,1
2318.jpg,0,,,0
2319.jpg,0,,,-1
232.jpg,0,,,1
2320.jpg,0,,,1
2321.jpg,0,,,1
2322.jpg,0,,,1
2323.jpg,1,7,11,1
2324.jpg,1,12,12,-1
2325.jpg,0,,,1
2326.jpg,1,7,10,-1
2327.jpg,1,12,12,-1
2328.jpg,0,,,1
2329.jpg,1,6,12,1
233.jpg,1,10,11,1
2330.jpg,0,,,-1
2331.jpg,1,10,12,-1
2332.jpg,1,12,12,0
2333.jpg,0,,,-1
2334.jpg,0,,,-1
2335.jpg,0,,,1
2336.jpg,0,,,1
2337.jpg,1,11,7,1
2338.jpg,0,,,-1
2339.jpg,0,,,-1
234.jpg,0,,,1
2340.jpg,0,,,0
2341.jpg,0,,,0
2342.jpg,0,,,1
2343.jpg,0,,,1
2344.jpg,1,12,12,0
2345.jpg,1,7,11,-1
2346.jpg,0,,,1
2347.jpg,1,12,12,0
2348.jpg,0,,,0
2349.jpg,1,12,12,-1
235.jpg,1,11,12,0
2350.jpg,1,11,11,1
2351.jpg,0,,,-1
2352.jpg,1,12,7,-1
2353.jpg,1,12,3,-1
2354.jpg,0,,,1
2355.jpg,1,12,12,-1
2356.jpg,0,,,1
2357.jpg,0,,,0
2358.jpg,1,12,12,0
2359.jpg,0,,,1
236.jpg,1,12,12,1
2360.jpg,0,,,1
2361.jpg,0,,,1
2362.jpg,0,,,0
2363.jpg,1,3,2,1
2364.jpg,0,,,1
2365.jpg,0,,,0
2366.jpg,0,,,1
2367.jpg,1,10,12,1
2368.jpg,0,,,0
2369.jpg,0,,,0
237.jpg,0,,,0
2370.jpg,1,7,12,-1
2371.jpg,0,,,1
2372.jpg,0,,,0
2373.jpg,1,12,7,0
2374.jpg,0,,,0
2375.jpg,1,12,11,1
2376.jpg,0,,,1
2377.jpg,1,10,11,1
2378.jpg,0,,,-1
2379.jpg,0,,,-1
238.jpg,1,12,11,1
2380.jpg,0,,,-1
2381.jpg,0,,,1
2382.jpg,0,,,-1
2383.jpg,1,12,4,-1
2384.jpg,1,11,12,1
2385.jpg,0,,,0
2386.jpg,0,,,1
2387.jpg,0,,,1
2388.jpg,0,,,1
2389.jpg,0,,,-1
239.jpg,1,11,12,0
2390.jpg,1,12,10,-1
2391.jpg,0,,,1
2392.jpg,1,11,12,-1
2393.jpg,1,12,6,1
2394.jpg,0,,,-1
2395.jpg,0,,,-1
2396.jpg,0,,,1
2397.jpg,1,11,4,-1
2398.jpg,1,12,5,1
2399.jpg,0,,,-1
24.jpg,0,,,0
240.jpg,0,,,0
2400.jpg,0,,,1
2401.jpg,0,,,1
2402.jpg,1,12,11,1
2403.jpg,0,,,0
2404.jpg,0,,,1
2405.jpg,0,,,1
2406.jpg,1,10,6,1
2407.jpg,1,10,12,-1
2408.jpg,1,12,12,-1
2409.jpg,0,,,-1
241.jpg,0,,,1
2410.jpg,0,,,1
2411.jpg,0,,,1
2412.jpg,1,12,5,1
2413.jpg,1,5,12,1
2414.jpg,1,11,12,0
2415.jpg,0,,,1
2416.jpg,0,,,0
2417.jpg,0,,,1
2418.jpg,0,,,-1
2419.jpg,0,,,-1
242.jpg,1,7,10,-1
2420.jpg,1,7,11,-1
2421.jpg,0,,,0
2422.jpg,1,10,7,1
2423.jpg,1,7,12,1
2424.jpg,1,10,8,-1
2425.jpg,0,,,1
2426.jpg,1,12,9,-1
2427.jpg,0,,,1
2428.jpg,1,12,3,-1
2429.jpg,1,10,8,-1
243.jpg,0,,,1
2430.jpg,1,12,10,-1
2431.jpg,0,,,-1
2432.jpg,0,,,1
2433.jpg,0,,,1
2434.jpg,1,12,12,1
2435.jpg,1,12,11,-1
2436.jpg,1,12,12,1
2437.jpg,1,7,11,-1
2438.jpg,0,,,-1
2439.jpg,0,,,-1
244.jpg,1,12,7,-1
2440.jpg,0,,,-1
2441.jpg,0,,,-1
2442.jpg,0,,,-1
2443.jpg,0,,,1
2444.jpg,0,,,-1
2445.jpg,0,,,1
2446.jpg,0,,,0
2447.jpg,1,10,10,-1
2448.jpg,1,12,11,1
2449.jpg,1,12,12,-1
245.jpg,0,,,1
2450.jpg,0,,,1
2451.jpg,0,,,1
2452.jpg,0,,,1
2453.jpg,0,,,1
2454.jpg,0,,,1
2455.jpg,1,12,12,-1
2456.jpg,0,,,1
2457.jpg,0,,,-1
2458.jpg,0,,,0
2459.jpg,0,,,0
246.jpg,0,,,-1
2460.jpg,1,12,5,-1
2461.jpg,0,,,1
2462.jpg,0,,,0
2463.jpg,0,,,0
2464.jpg,0,,,0
2465.jpg,0,,,1
2466.jpg,0,,,1
2467.jpg,0,,,0
2468.jpg,0,,,0
2469.jpg,0,,,0
247.jpg,0,,,1
2470.jpg,0,,,-1
2471.jpg,0,,,1
2472.jpg,1,11,12,1
2473.jpg,0,,,0
2474.jpg,1,4,3,-1
2475.jpg,0,,,1
2476.jpg,0,,,-1
2477.jpg,0,,,1
2478.jpg,0,,,-1
2479.jpg,1,12,12,-1
248.jpg,0,,,-1
2480.jpg,1,12,12,-1
2481.jpg,1,12,12,-1
2482.jpg,0,,,0
2483.jpg,0,,,0
2484.jpg,0,,,0
2485.jpg,1,12,5,-1
2486.jpg,0,,,1
2487.jpg,0,,,0
2488.jpg,0,,,0
2489.jpg,0,,,1
249.jpg,1,11,12,1
2490.jpg,1,12,12,0
2491.jpg,0,,,-1
2492.jpg,1,6,12,1
2493.jpg,0,,,-1
2494.jpg,0,,,0
2495.jpg,1,12,12,0
2496.jpg,1,3,10,0
2497.jpg,0,,,1
2498.jpg,1,12,10,1
2499.jpg,1,4,3,-1
25.jpg,0,,,-1
250.jpg,0,,,1
2500.jpg,1,7,5,0
2501.jpg,1,12,12,-1
2502.jpg,1,11,12,-1
2503.jpg,0,,,0
2504.jpg,1,11,12,1
2505.jpg,0,,,1
2506.jpg,1,11,12,1
2507.jpg,1,12,11,1
2508.jpg,0,,,1
2509.jpg,0,,,1
251.jpg,0,,,0
2510.jpg,1,11,3,1
2511.jpg,0,,,-1
2512.jpg,1,12,12,0
2513.jpg,0,,,0
2514.jpg,0,,,1
2515.jpg,1,10,12,-1
2516.jpg,0,,,1
2517.jpg,1,12,12,1
2518.jpg,0,,,1
2519.jpg,1,12,12,0
252.jpg,0,,,1
2520.jpg,1,12,7,-1
2521.jpg,0,,,-1
2522.jpg,1,11,10,1
2523.jpg,0,,,1
2524.jpg,1,11,12,0
2525.jpg,0,,,-1
2526.jpg,1,12,5,0
2527.jpg,0,,,1
2528.jpg,0,,,0
2529.jpg,0,,,0
253.jpg,1,11,12,0
2530.jpg,0,,,-1
2531.jpg,0,,,1
2532.jpg,1,12,6,1
2533.jpg,0,,,0
2534.jpg,1,10,11,-1
2535.jpg,1,10,12,1
2536.jpg,0,,,-1
2537.jpg,1,12,10,1
2538.jpg,1,3,9,1
2539.jpg,0,,,1
254.jpg,0,,,0
2540.jpg,1,10,10,-1
2541.jpg,0,,,0
2542.jpg,0,,,0
2543.jpg,1,10,11,1
2544.jpg,1,12,3,-1
2545.jpg,1,12,10,0
2546.jpg,0,,,-1
2547.jpg,0,,,1
2548.jpg,1,2,12,0
2549.jpg,1,2,12,0
255.jpg,0,,,-1
2550.jpg,0,,,0
2551.jpg,1,5,12,-1
2552.jpg,1,4,4,-1
2553.jpg,1,10,10,1
2554.jpg,1,12,3,-1
2555.jpg,0,,,1
2556.jpg,0,,,1
2557.jpg,0,,,1
2558.jpg,1,7,12,-1
2559.jpg,1,2,12,-1
256.jpg,0,,,-1
2560.jpg,0,,,0
2561.jpg,0,,,-1
2562.jpg,0,,,1
2563.jpg,0,,,1
2564.jpg,1,4,6,1
2565.jpg,1,8,12,-1
2566.jpg,1,11,3,1
2567.jpg,0,,,-1
2568.jpg,0,,,1
2569.jpg,0,,,1
257.jpg,0,,,-1
2570.jpg,0,,,1
2571.jpg,0,,,1
2572.jpg,1,12,5,1
2573.jpg,0,,,1
2574.jpg,0,,,-1
2575.jpg,1,9,3,1
2576.jpg,1,12,12,-1
2577.jpg,1,12,11,1
2578.jpg,0,,,1
2579.jpg,1,3,10,1
258.jpg,0,,,0
2580.jpg,1,12,6,1
2581.jpg,0,,,-1
2582.jpg,1,11,3,-1
2583.jpg,0,,,1
2584.jpg,1,10,12,1
2585.jpg,0,,,1
2586.jpg,0,,,0
2587.jpg,0,,,0
2588.jpg,1,10,11,1
2589.jpg,0,,,1
259.jpg,0,,,0
2590.jpg,1,12,12,0
2591.jpg,0,,,-1
2592.jpg,1,9,3,1
2593.jpg,1,9,12,1
2594.jpg,0,,,1
2595.jpg,0,,,0
2596.jpg,1,4,12,-1
2597.jpg,0,,,0
2598.jpg,1,2,12,-1
2599.jpg,0,,,0
26.jpg,0,,,1
260.jpg,1,11,10,0
2600.jpg,1,7,12,0
2601.jpg,1,12,10,1
2602.jpg,0,,,1
2603.jpg,0,,,1
2604.jpg,1,11,5,0
2605.jpg,1,10,11,1
2606.jpg,1,12,11,1
2607.jpg,1,12,11,1
2608.jpg,1,4,6,0
2609.jpg,0,,,1
261.jpg,1,12,10,-1
2610.jpg,1,12,10,0
2611.jpg,1,12,6,1
2612.jpg,1,9,6,1
2613.jpg,1,9,12,0
2614.jpg,0,,,1
2615.jpg,1,9,9,1
2616.jpg,1,9,9,1
2617.jpg,0,,,1
2618.jpg,0,,,1
2619.jpg,0,,,1
262.jpg,0,,,-1
2620.jpg,0,,,-1
2621.jpg,0,,,0
2622.jpg,1,12,7,0
2623.jpg,1,12,12,-1
2624.jpg,1,9,9,1
2625.jpg,0,,,0
2626.jpg,1,8,11,-1
2627.jpg,1,9,9,-1
2628.jpg,0,,,-1
2629.jpg,0,,,0
263.jpg,0,,,-1
2630.jpg,0,,,0
2631.jpg,1,9,9,0
2632.jpg,1,9,12,-1
2633.jpg,1,11,3,-1
2634.jpg,1,12,12,-1
2635.jpg,1,12,12,1
2636.jpg,0,,,1
2637.jpg,0,,,1
2638.jpg,1,4,12,-1
2639.jpg,1,8,7,0
264.jpg,0,,,1
2640.jpg,0,,,-1
2641.jpg,1,7,12,-1
2642.jpg,1,12,13,1
2643.jpg,1,11,11,1
2644.jpg,1,11,12,1
2645.jpg,0,,,1
2646.jpg,0,,,1
2647.jpg,1,10,3,-1
2648.jpg,1,12,5,0
2649.jpg,0,,,1
265.jpg,0,,,1
2650.jpg,1,2,12,-1
2651.jpg,0,,,1
2652.jpg,0,,,1
2653.jpg,1,10,6,1
2654.jpg,0,,,0
2655.jpg,0,,,1
2656.jpg,0,,,1
2657.jpg,0,,,1
2658.jpg,0,,,1
2659.jpg,0,,,-1
266.jpg,0,,,-1
2660.jpg,0,,,1
2661.jpg,1,12,12,-1
2662.jpg,1,12,10,0
2663.jpg,0,,,1
2664.jpg,1,12,11,1
2665.jpg,0,,,1
2666.jpg,0,,,0
2667.jpg,0,,,1
2668.jpg,0,,,0
2669.jpg,1,2,8,1
267.jpg,0,,,0
2670.jpg,1,9,12,1
2671.jpg,1,12,10,0
2672.jpg,1,12,10,-1
2673.jpg,1,10,12,0
2674.jpg,1,13,12,-1
2675.jpg,1,9,3,1
2676.jpg,0,,,1
2677.jpg,1,12,12,0
2678.jpg,1,11,12,0
2679.jpg,1,10,3,-1
268.jpg,1,12,12,-1
2680.jpg,1,8,11,0
2681.jpg,1,12,7,-1
2682.jpg,1,8,12,0
2683.jpg,1,12,7,0
2684.jpg,1,10,11,1
2685.jpg,0,,,1
2686.jpg,0,,,1
2687.jpg,1,9,3,1
2688.jpg,1,2,12,1
2689.jpg,1,6,12,1
269.jpg,0,,,1
2690.jpg,1,3,12,1
2691.jpg,0,,,1
2692.jpg,1,12,11,-1
2693.jpg,0,,,0
2694.jpg,1,9,12,1
2695.jpg,0,,,1
2696.jpg,1,2,12,0
2697.jpg,0,,,-1
2698.jpg,1,12,6,1
2699.jpg,0,,,0
27.jpg,1,5,12,1
270.jpg,0,,,1
2700.jpg,0,,,1
2701.jpg,0,,,1
2702.jpg,1,12,11,1
2703.jpg,0,,,-1
2704.jpg,0,,,1
2705.jpg,0,,,0
2706.jpg,0,,,1
2707.jpg,1,8,8,-1
2708.jpg,0,,,0
2709.jpg,1,9,12,0
271.jpg,1,6,12,1
2710.jpg,0,,,0
2711.jpg,1,3,11,-1
2712.jpg,1,9,3,-1
2713.jpg,1,10,7,-1
2714.jpg,1,9,12,-1
2715.jpg,0,,,-1
2716.jpg,1,3,11,0
2717.jpg,1,4,3,1
2718.jpg,0,,,1
2719.jpg,0,,,1
272.jpg,0,,,1
2720.jpg,1,9,3,1
2721.jpg,1,12,12,1
2722.jpg,1,4,6,1
2723.jpg,1,12,3,-1
2724.jpg,1,12,13,1
2725.jpg,0,,,1
2726.jpg,1,12,11,1
2727.jpg,1,4,3,1
2728.jpg,0,,,1
2729.jpg,0,,,1
273.jpg,1,12,12,0
2730.jpg,1,3,12,-1
2731.jpg,1,9,12,-1
2732.jpg,0,,,1
2733.jpg,1,5,11,1
2734.jpg,1,12,12,0
2735.jpg,0,,,0
2736.jpg,1,11,3,-1
2737.jpg,1,11,10,1
2738.jpg,1,12,10,-1
2739.jpg,1,12,5,1
274.jpg,0,,,0
2740.jpg,0,,,1
2741.jpg,1,11,7,0
2742.jpg,1,11,12,-1
2743.jpg,0,,,0
2744.jpg,0,,,1
2745.jpg,0,,,-1
2746.jpg,1,10,5,1
2747.jpg,0,,,1
2748.jpg,1,5,12,-1
2749.jpg,1,9,12,-1
275.jpg,0,,,-1
2750.jpg,0,,,1
2751.jpg,0,,,1
2752.jpg,0,,,1
2753.jpg,0,,,-1
2754.jpg,0,,,-1
2755.jpg,0,,,1
2756.jpg,0,,,0
2757.jpg,1,5,11,-1
2758.jpg,0,,,1
2759.jpg,1,12,12,-1
276.jpg,0,,,1
2760.jpg,0,,,-1
2761.jpg,1,11,12,1
2762.jpg,0,,,1
2763.jpg,1,10,3,1
2764.jpg,1,8,12,1
2765.jpg,0,,,0
2766.jpg,1,6,12,1
2767.jpg,1,12,10,-1
2768.jpg,0,,,1
2769.jpg,0,,,1
