Pic_id,Pic_url,MetaphorOccurrence,TargetCategory,SourceCategory,SentimentCategory
2805.jpg,"https://img2.baidu.com/it/u=2015973205,4250114810&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=714",0,,,1
2806.jpg,"https://img0.baidu.com/it/u=3940404959,3534108606&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=753",1,10,11,-1
2807.jpg,https://pic.ntimg.cn/20130111/11756082_132059735000_2.jpg,0,,,0
2808.jpg,https://img95.699pic.com/desgin_photo/40097/2370_detail.jpg!detail860/fw/820/crop/0x1309a0a0/quality/90,0,,,0
2809.jpg,"https://img0.baidu.com/it/u=3442931154,1415303520&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=666",1,12,10,0
281.jpg,"https://img2.baidu.com/it/u=2536320890,4141235667&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=667",1,5,11,0
2810.jpg,"https://img2.baidu.com/it/u=3095727384,148717190&fm=253&fmt=auto&app=138&f=JPEG?w=888&h=500",0,,,1
2811.jpg,https://img-qn-0.51miz.com/Templet/00/18/61/48/186148_386b23715d4f180796b99204c4a311f2.png,0,,,1
2812.jpg,"https://img0.baidu.com/it/u=2026139868,3441775702&fm=253&fmt=auto&app=138&f=JPEG?w=719&h=500",0,,,0
2813.jpg,"https://img1.baidu.com/it/u=160577841,1141327615&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=667",0,,,1
2814.jpg,http://pic.ntimg.cn/20100819/1763438_230528011127_2.jpg,1,10,12,-1
2815.jpg,"https://img1.baidu.com/it/u=3640177475,3854127368&fm=253&fmt=auto&app=138&f=JPEG?w=635&h=500",0,,,1
2816.jpg,https://pic.ntimg.cn/file/20190707/23566073_134714973088_2.jpg,0,,,0
2817.jpg,"http://t15.baidu.com/it/u=3344094583,1431547713&fm=224&app=112&f=JPEG?w=500&h=500",0,,,0
2818.jpg,"https://img1.baidu.com/it/u=2530764149,2408619802&fm=253&fmt=auto&app=138&f=JPG?w=343&h=500",0,,,1
2819.jpg,"https://img1.baidu.com/it/u=3540445295,1286539050&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=325",0,,,1
282.jpg,"https://img1.baidu.com/it/u=1334676611,959736947&fm=253&fmt=auto&app=120&f=JPEG?w=660&h=270",0,,,0
2820.jpg,"https://img2.baidu.com/it/u=3817884624,396681170&fm=253&fmt=auto&app=138&f=JPEG?w=530&h=500",1,10,11,1
2821.jpg,https://pic.ibaotu.com/00/01/82/48e888piCpEh.jpg-0.jpg!ww7002,0,,,1
2822.jpg,"https://img0.baidu.com/it/u=2778814984,1421443329&fm=253&fmt=auto&app=138&f=PNG?w=375&h=500",1,12,13,1
2823.jpg,https://img-u-4.51miz.com/preview/muban/00/00/27/76/M-277658-768A7A87.jpg-1.jpg,0,,,0
2824.jpg,"https://img1.baidu.com/it/u=807940547,1737521345&fm=253&fmt=auto&app=138&f=JPEG?w=454&h=966",1,12,11,1
2825.jpg,"https://img0.baidu.com/it/u=3230095641,862726559&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=667",0,,,1
2826.jpg,"https://img0.baidu.com/it/u=3306638100,3997823869&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=753",1,10,3,-1
2827.jpg,"https://img0.baidu.com/it/u=3571048709,3016917251&fm=253&fmt=auto&app=138&f=JPEG?w=516&h=353",0,,,1
2828.jpg,https://bpic.588ku.com/templet_pic/19/07/27/9c2db425cd67270fde0817d6b01edf24.jpg!/fw/750/quality/90/unsharp/true/compress/true,0,,,1
2829.jpg,https://npimg.hellouikit.com/fe/f5/fef547f6a444b15df0c23ae3938741e4?imageView2/2/w/1000,1,11,10,-1
283.jpg,http://picapi.zhituad.com/photo/70/72/42BEC.jpg,0,,,1
2830.jpg,"https://img1.baidu.com/it/u=4275813103,3803756246&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=753",0,,,0
2831.jpg,https://img.zcool.cn/community/01123c59563346a8012193a30d28c4.jpg@1280w_1l_2o_100sh.jpg,0,,,1
2832.jpg,https://img-qn-4.51miz.com/Templet/00/18/60/98/186098_a68d6702af3717dd27c29c68ebf23abf.jpg,0,,,1
2833.jpg,https://img.zcool.cn/community/01e58f5812db4da84a0d304fd0140e.jpg@1280w_1l_2o_100sh.jpg,0,,,1
2834.jpg,"https://img0.baidu.com/it/u=1928519565,4022720310&fm=253&fmt=auto&app=138&f=PNG?w=400&h=300",0,,,0
2835.jpg,https://img.51miz.com/preview/element/00/01/08/26/E-1082668-930E3602.jpg,0,,,0
2836.jpg,https://img.zcool.cn/community/018b405cc257e7a801208f8b6ce925.jpg@1280w_1l_2o_100sh.jpg,1,10,12,0
2837.jpg,https://bpic.588ku.com/templet_pic/20/09/10/f86eaaa0a0248e01eb7e5c0bee00e539.jpg!/fw/750/quality/90/unsharp/true/compress/true,0,,,1
2838.jpg,"http://t14.baidu.com/it/u=2178169031,1791265858&fm=224&app=112&f=JPEG?w=500&h=338",0,,,1
2839.jpg,http://img.redocn.com/sheji/20140809/shangyedichanchuangyiguanggao_2873815.jpg,0,,,1
284.jpg,"https://img2.baidu.com/it/u=1836133797,4237088549&fm=253&fmt=auto&app=138&f=JPEG?w=354&h=500",1,12,12,0
2840.jpg,https://img-qn-3.51miz.com/preview/muban/00/00/49/28/M-492862-12A2BE45.jpg,0,,,1
2841.jpg,http://img.redocn.com/sheji/20160706/chuangyijieyueyongshuigongyihuanbaoxuanchuanhaibaosheji_6638303.jpg,1,12,10,1
2842.jpg,"https://img2.baidu.com/it/u=1979626137,3553661052&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=850",1,9,12,-1
2843.jpg,"https://img0.baidu.com/it/u=871560217,2851641825&fm=253&fmt=auto&app=138&f=JPEG?w=375&h=499",0,,,1
2844.jpg,https://pic.ibaotu.com/00/39/81/01v888piCJxD.jpg-0.jpg!ww7002,0,,,1
2845.jpg,"https://img1.baidu.com/it/u=2199616588,3813982535&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=677",1,5,7,0
2846.jpg,"https://img1.baidu.com/it/u=3746737145,1868072993&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=300",0,,,1
2847.jpg,"https://img1.baidu.com/it/u=937302541,849317727&fm=253&fmt=auto&app=120&f=JPEG?w=800&h=1120",0,,,-1
2848.jpg,http://img.redocn.com/sheji/20180423/jujuejiujiahaibaosheji_9358687.jpg.285.jpg,1,12,12,-1
2849.jpg,"https://img1.baidu.com/it/u=2837170457,3478761137&fm=253&fmt=auto&app=120&f=JPEG?w=600&h=398",0,,,1
285.jpg,"https://img0.baidu.com/it/u=410363263,2156831220&fm=253&fmt=auto&app=138&f=JPEG?w=340&h=512",0,,,1
2850.jpg,"https://img2.baidu.com/it/u=7858067,2280919417&fm=253&fmt=auto&app=138&f=JPEG?w=236&h=433",1,4,12,-1
2851.jpg,"https://img1.baidu.com/it/u=769777174,2890082972&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=708",0,,,1
2852.jpg,"https://img2.baidu.com/it/u=2367611186,1150711343&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=647",0,,,-1
2853.jpg,http://www.54pop.com/UpImg/images/JPG.JPG,0,,,0
2854.jpg,"https://img2.baidu.com/it/u=3514793645,3758737234&fm=253&fmt=auto&app=138&f=JPEG?w=204&h=374",1,12,11,1
2855.jpg,"https://img1.baidu.com/it/u=4195719004,2133139252&fm=253&fmt=auto&app=138&f=JPEG?w=451&h=500",1,12,10,-1
2856.jpg,"https://img1.baidu.com/it/u=2599194685,621139453&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=707",1,11,7,0
2857.jpg,"https://img0.baidu.com/it/u=3451323349,4262846286&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=704",1,10,11,1
2858.jpg,http://pic.ntimg.cn/file/20171205/23710159_200033566035_2.jpg,0,,,1
2859.jpg,"https://img0.baidu.com/it/u=1329598109,1606385379&fm=253&fmt=auto&app=138&f=JPEG?w=513&h=500",0,,,1
286.jpg,https://img.zcool.cn/community/01a5485543f41d0000019ae96e0c11.jpg@1280w_1l_2o_100sh.jpg,0,,,0
2860.jpg,"https://img1.baidu.com/it/u=2187765338,2214994176&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=667",1,9,3,-1
2861.jpg,"https://img0.baidu.com/it/u=1117901448,2953626034&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=707",0,,,-1
2862.jpg,"https://img0.baidu.com/it/u=753253690,4063517863&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=667",1,12,12,-1
2863.jpg,"https://img1.baidu.com/it/u=2181438564,2134293349&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=1633",0,,,1
2864.jpg,http://image.woshipm.com/wp-files/2019/08/Q9dnygITdukoUrDdcAQj.jpeg,0,,,1
2865.jpg,https://img-u-4.51miz.com/Templet/00/23/57/74/235774_c336929622c6b8d54dbdb2e7e3b8ac7d.jpg,0,,,1
2866.jpg,https://img.zcool.cn/community/0196ca5d6f2646a801202f1771d3f7.jpg@1280w_1l_2o_100sh.jpg,1,11,5,-1
2867.jpg,"https://img1.baidu.com/it/u=2452373145,536231275&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=753",0,,,1
2868.jpg,"https://img1.baidu.com/it/u=157284605,2811036593&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=714",0,,,1
2869.jpg,https://bpic.588ku.com/templet_pic/21/02/01/0b1f6e02725e6c2673e3289695d4165a.jpg!/fw/750/quality/90/unsharp/true/compress/true,0,,,1
287.jpg,"https://img1.baidu.com/it/u=1317809609,298959419&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=753",0,,,-1
2870.jpg,https://pic.ntimg.cn/20131227/17509279_130647226163_2.jpg,1,10,11,-1
2871.jpg,https://fb-prod.oss-cn-shanghai.aliyuncs.com/image/post/1e5418a8151eea003dca6a3f4bb56606.png,0,,,1
2872.jpg,"https://img1.baidu.com/it/u=3875866618,2486321926&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=526",0,,,0
2873.jpg,https://img-u-4.51miz.com/preview/muban/00/00/32/02/M-320215-2211365B.jpg,0,,,-1
2874.jpg,https://img.zcool.cn/community/01a7535bf02028a80121ab5d5a2f06.jpg@1280w_1l_2o_100sh.jpg,0,,,0
2875.jpg,"https://img0.baidu.com/it/u=2546437369,2261921398&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=753",0,,,-1
2876.jpg,"https://img2.baidu.com/it/u=1252371632,2113512714&fm=253&fmt=auto&app=138&f=JPEG?w=450&h=644",1,12,5,1
2877.jpg,https://img95.699pic.com/desgin_photo/40032/3894_detail.jpg!detail860/fw/820/crop/0x1309a0a0/quality/90,0,,,1
2878.jpg,"https://img0.baidu.com/it/u=3421000789,1713005725&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=724",1,12,12,0
2879.jpg,"https://imgpp.ztupic.com/u/Eye4BBubaN/1601165189682_b7143087.jpg?x-oss-8=image/resize,w_1024/quality,q_85",0,,,1
288.jpg,"https://img0.baidu.com/it/u=2675868780,3785807266&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=750",1,12,11,0
2880.jpg,"https://img0.baidu.com/it/u=1481967745,3259285153&fm=253&fmt=auto&app=138&f=JPEG?w=360&h=360",1,12,12,-1
2881.jpg,"https://img1.baidu.com/it/u=73967619,2307204306&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=714",1,9,3,1
2882.jpg,"http://t13.baidu.com/it/u=2269063480,2900029881&fm=224&app=112&f=JPEG?w=202&h=500",0,,,1
2883.jpg,"https://img1.baidu.com/it/u=3762089101,118292608&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=667",0,,,-1
2884.jpg,"https://img2.baidu.com/it/u=3195507670,3701827613&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=708",1,8,12,1
2885.jpg,"https://img0.baidu.com/it/u=903004448,3930790482&fm=253&fmt=auto&app=138&f=JPEG?w=600&h=500",0,,,0
2886.jpg,"https://img2.baidu.com/it/u=276114606,1371910736&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=500",1,12,11,1
2887.jpg,"https://img1.baidu.com/it/u=3384328092,1550714302&fm=253&fmt=auto&app=138&f=JPEG?w=354&h=500",1,11,11,1
2888.jpg,"https://img0.baidu.com/it/u=2203781093,443817205&fm=253&fmt=auto&app=138&f=JPEG?w=236&h=313",0,,,0
2889.jpg,https://img.zcool.cn/community/01589757348a5e6ac72580ed39b38d.jpg@1280w_1l_2o_100sh.jpg,1,10,11,0
289.jpg,"https://imgpp.ztupic.com/bup/so/20210625/a4db4c9d5f4e0521f53cf5bd7921e515-1.jpg?x-oss-8=image/crop,w_1024,h_1542/resize,h_812/quality,q_85/sharpen,100",0,,,-1
2890.jpg,"https://img2.baidu.com/it/u=2523202742,1786413725&fm=253&fmt=auto&app=138&f=JPEG?w=353&h=499",1,9,3,1
2891.jpg,https://img.zcool.cn/community/0193f45db521e0a8012163bad9bca4.jpg@1280w_1l_2o_100sh.jpg,1,9,12,-1
2892.jpg,"https://img1.baidu.com/it/u=3668466307,4197476060&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=707",0,,,1
2893.jpg,https://pic.ntimg.cn/20130710/8684769_161831043313_2.jpg,1,2,12,0
2894.jpg,http://pic.ntimg.cn/file/20141206/16430758_145109298108_2.jpg,0,,,0
2895.jpg,"https://img0.baidu.com/it/u=1931468342,1886190690&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=375",0,,,1
2896.jpg,https://img-u-4.51miz.com/preview/muban/00/00/52/12/M-521214-4506C9E2.jpg,0,,,-1
2897.jpg,"https://img1.baidu.com/it/u=2160890054,891510923&fm=253&fmt=auto&app=138&f=JPEG?w=442&h=600",1,9,3,-1
2898.jpg,"https://img1.baidu.com/it/u=2328172309,3889747300&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=250",1,12,12,0
2899.jpg,"https://img0.baidu.com/it/u=1587166391,722594269&fm=253&fmt=auto&app=138&f=JPEG?w=228&h=745",1,12,12,-1
29.jpg,"https://img2.baidu.com/it/u=941822010,3000695065&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=1633",0,,,-1
290.jpg,https://img.51miz.com/preview/muban/00/00/28/95/M-289541-5D2E4F88.jpg-1.jpg,0,,,0
2900.jpg,"https://img0.baidu.com/it/u=3143027448,913303007&fm=253&fmt=auto&app=120&f=JPEG?w=800&h=1149",1,12,12,1
2901.jpg,"https://img1.baidu.com/it/u=1378167351,3777856219&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=624",0,,,0
2902.jpg,"https://img0.baidu.com/it/u=2764202852,1080438537&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=753",1,9,12,-1
2903.jpg,"https://img2.baidu.com/it/u=3031866834,2995504902&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=714",1,12,12,-1
2904.jpg,"https://img2.baidu.com/it/u=4253712785,2859605374&fm=253&fmt=auto&app=138&f=JPEG?w=988&h=500",0,,,1
2905.jpg,"https://img1.baidu.com/it/u=2930760232,3140673609&fm=253&fmt=auto&app=120&f=JPEG?w=519&h=500",0,,,0
2906.jpg,"https://img2.baidu.com/it/u=1243505476,1640286858&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=707",0,,,1
2907.jpg,http://img.redocn.com/sheji/20190325/gongyijinyanxuanchuanhaibao_10219623.jpg,1,11,8,-1
2908.jpg,"https://img0.baidu.com/it/u=3368004133,1751966869&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=276",0,,,0
2909.jpg,https://img.zcool.cn/community/013c1f5c6e6b77a801203d22eee9bf.jpg@1280w_1l_2o_100sh.jpg,1,12,12,-1
291.jpg,https://mmbiz.qpic.cn/mmbiz_jpg/sDI3Pbyuu7hopaN8QgYVghtL05ebiaVxdL9CWC2mDOuia4oW2clwiaEj8g31HOic3T1zdcX8hSc1x7WicRlSDkH8yHQ/640?wx_fmt=jpeg,0,,,1
2910.jpg,http://img95.699pic.com/desgin_photo/40014/4807_detail.jpg!/fw/336/clip/0x456a0a0/quality/90,0,,,-1
2911.jpg,"https://img0.baidu.com/it/u=2360298348,4280480527&fm=253&fmt=auto&app=138&f=JPEG?w=236&h=413",1,4,12,-1
2912.jpg,http://img.aiimg.com/uploads/allimg/200826/1-200R6230413.jpg,0,,,1
2913.jpg,https://img.51miz.com/preview/muban/00/00/42/52/M-425266-D5C67CE1.jpg-0.jpg,1,9,12,-1
2914.jpg,https://img.zcool.cn/community/0100e45544745f0000019ae9c30c4f.jpg@1280w_1l_2o_100sh.jpg,1,12,8,1
2915.jpg,"https://img0.baidu.com/it/u=3417988178,2483137155&fm=253&fmt=auto&app=120&f=JPEG?w=660&h=495",0,,,0
2916.jpg,http://roifestival.storage.comocloud.net/roifestival/2018/06/08/20180608121433766b2323.png,0,,,0
2917.jpg,"https://img0.baidu.com/it/u=426827258,2424695180&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=737",1,11,8,1
2918.jpg,"https://img1.baidu.com/it/u=2827153765,2128115737&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=707",0,,,1
2919.jpg,https://img.tukuppt.com/preview/9669125/00/15/07/5e709fee729761584439278.jpg-0.jpg!/fw/780/quality/90/unsharp/true/compress/true,1,11,12,-1
292.jpg,"https://img2.baidu.com/it/u=2069876723,2620334291&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=654",0,,,1
2920.jpg,"https://img1.baidu.com/it/u=492014031,2477076567&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=667",0,,,1
2921.jpg,https://pic.ntimg.cn/file/20190917/9468980_115422348000_2.jpg,0,,,0
2922.jpg,"https://img2.baidu.com/it/u=296060752,710070424&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=569",0,,,1
2923.jpg,http://img.redocn.com/sheji/20180925/jieyueyongshuihaibaosheji_9755705.jpg,0,,,1
2924.jpg,"http://t14.baidu.com/it/u=123335744,2610603407&fm=224&app=112&f=JPEG?w=350&h=350",0,,,0
2925.jpg,"https://img1.baidu.com/it/u=3222534370,1612165105&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=707",0,,,1
2926.jpg,"http://img.yipic.cn/thumb/4c346613/5ab1f882/705ee285/a1695f1e/effect_big_4c3466135ab1f882705ee285a1695f1e.jpg?x-oss-8=image/format,webp/sharpen,100",1,1,12,0
2927.jpg,https://pic.ibaotu.com/00/15/35/315888piC4GX.jpg-0.jpg!ww7002,1,7,6,1
2928.jpg,"https://img2.baidu.com/it/u=2019463108,4074766558&fm=253&fmt=auto&app=138&f=JPEG?w=821&h=500",0,,,1
2929.jpg,"https://img0.baidu.com/it/u=2791551950,1660724269&fm=253&fmt=auto&app=138&f=JPEG?w=280&h=498",0,,,1
293.jpg,https://img95.699pic.com/desgin_photo/40014/5867_detail.jpg!detail860/fw/820/crop/0x1309a0a0/quality/90,0,,,0
2930.jpg,"https://img2.baidu.com/it/u=2038540913,4106867884&fm=253&fmt=auto&app=120&f=JPEG?w=662&h=413",0,,,0
2931.jpg,"https://img2.baidu.com/it/u=2904521512,3525374988&fm=253&fmt=auto&app=138&f=JPEG?w=310&h=248",1,10,3,-1
2932.jpg,https://img.51miz.com/Templet/00/22/77/89/227789_ef3d20ed68fde24eebd669b28de7e678.jpg-0.jpg,1,6,12,1
2933.jpg,http://img.redocn.com/sheji/20160222/jieyueyongshuihuanbaoaihudiqiuhaibaoPSDfencengmoban_5893560.jpg,0,,,1
2934.jpg,"https://img2.baidu.com/it/u=3878325067,749770121&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=753",0,,,1
2935.jpg,"https://img2.baidu.com/it/u=2084213720,2795497181&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=700",0,,,-1
2936.jpg,"https://img0.baidu.com/it/u=3698032095,3581101511&fm=253&fmt=auto?w=600&h=400",0,,,0
2937.jpg,"https://img1.baidu.com/it/u=1996237188,4093987373&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=710",1,6,12,1
2938.jpg,"https://img0.baidu.com/it/u=1664263751,2803458210&fm=253&fmt=auto&app=138&f=JPEG?w=253&h=339",0,,,0
2939.jpg,"https://img0.baidu.com/it/u=4228552939,4123754295&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=1786",1,6,12,1
294.jpg,"https://img1.baidu.com/it/u=2043745495,2275929958&fm=253&fmt=auto&app=138&f=JPEG?w=204&h=315",0,,,0
2940.jpg,https://img.tukuppt.com/preview/6704113/00/40/78/600a93914b9041611305873.jpg-0.jpg!/fw/780/quality/90/unsharp/true/compress/true,0,,,0
2941.jpg,http://pic.ntimg.cn/file/20190307/28455599_202212555085_2.jpg,0,,,1
2942.jpg,"https://img2.baidu.com/it/u=2067021373,757300561&fm=253&fmt=auto&app=138&f=JPEG?w=889&h=500",0,,,1
2943.jpg,https://img.zcool.cn/community/01d84a556ef57e00000043839c4729.jpg@1280w_1l_2o_100sh.jpg,1,11,10,1
2944.jpg,https://att2.citysbs.com/hangzhou/2014/04/06/14/middle_1024x819-142449_19571396765489425_76186597602bb474ebeec0e21bd3e107.jpg,1,5,7,1
2945.jpg,http://www.loong.cn/images/cw_3_2.jpg,1,4,4,-1
2946.jpg,"https://img2.baidu.com/it/u=3182239587,2654558500&fm=253&fmt=auto&app=138&f=JPEG?w=600&h=420",0,,,1
2947.jpg,"https://img1.baidu.com/it/u=2046680385,764001741&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=707",0,,,1
2948.jpg,"https://img1.baidu.com/it/u=2465972795,3924037075&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=500",1,3,10,1
2949.jpg,https://img.zcool.cn/community/0138b15a325029a80121db802230ef.jpg@1280w_1l_2o_100sh.jpg,1,7,5,0
295.jpg,https://img-qn-0.51miz.com/preview/muban/00/00/44/02/M-440253-58F05323.jpg,1,12,10,0
2950.jpg,"https://img0.baidu.com/it/u=4186973826,972658072&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=722",1,11,12,1
2951.jpg,"https://img2.baidu.com/it/u=3556395991,2597214649&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=328",0,,,1
2952.jpg,"https://img0.baidu.com/it/u=4282298205,2002898076&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=554",1,12,11,1
2953.jpg,"https://img0.baidu.com/it/u=3611846912,3356524160&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=500",1,12,11,1
2954.jpg,https://pic3.zhimg.com/v2-0a3e66beff11ff5e3a250f9c71b2a6c2_r.jpg,1,5,12,0
2955.jpg,"https://img1.baidu.com/it/u=66447009,2090617573&fm=253&fmt=auto&app=138&f=JPEG?w=353&h=499",1,12,11,1
2956.jpg,https://bpic.588ku.com/templet_pic/19/07/17/f899e45af6e20b58b995db7d08b13af4.jpg!/fw/750/quality/90/unsharp/true/compress/true,1,11,11,1
2957.jpg,"https://img2.baidu.com/it/u=3595083461,803598568&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=508",0,,,1
2958.jpg,http://img.redocn.com/sheji/20181103/jianyuejieyueyongshuixuanchuanhaibao_9847329.jpg,1,10,11,1
2959.jpg,"https://img2.baidu.com/it/u=2686970369,1432419361&fm=253&fmt=auto&app=138&f=JPEG?w=334&h=987",0,,,0
296.jpg,https://pic.ntimg.cn/file/20191203/1333397_103740848081_2.jpg,1,11,6,1
2960.jpg,http://nwzimg.wezhan.cn/contents/sitefiles2024/10120448/images/3994470.png,1,12,12,0
2961.jpg,"http://img2.baidu.com/it/u=4235246064,2990872786&fm=253&app=138&f=JPEG?w=500&h=667",1,11,12,0
2962.jpg,"https://img0.baidu.com/it/u=3976643062,292148945&fm=253&fmt=auto&app=138&f=JPEG?w=650&h=427",0,,,1
2963.jpg,http://pic.j9p.com/up/2020-3/202031318366096.jpg,0,,,1
2964.jpg,https://pic.ibaotu.com/00/01/00/888piC0R888piCxuE.jpg-0.jpg!ww7002,1,12,12,1
2965.jpg,"https://img0.baidu.com/it/u=3419560765,3423784530&fm=253&fmt=auto&app=138&f=JPEG?w=217&h=500",0,,,1
2966.jpg,"https://img0.baidu.com/it/u=2760195946,4227075208&fm=253&fmt=auto&app=138&f=JPEG?w=600&h=400",1,12,12,-1
2967.jpg,https://img.zcool.cn/community/0140235e048178a80120a8955aba63.jpg@1280w_1l_2o_100sh.jpg,0,,,1
2968.jpg,"https://img1.baidu.com/it/u=3710108430,1011856712&fm=253&fmt=auto&app=138&f=JPEG?w=889&h=500",0,,,1
2969.jpg,http://img.redocn.com/sheji/20161120/jujuejiujiagongyixuanchuanhaibao_7474511.jpg,1,12,12,1
297.jpg,http://pic.ntimg.cn/file/20161222/24452803_195452221000_2.jpg,0,,,1
2970.jpg,"https://img0.baidu.com/it/u=2898245219,1527157789&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=889",0,,,1
2971.jpg,http://imgs.ppt118.com/ppt/ppt/detail/2017/07/26/71d7bc3e8fd57f865392-1.png_w800,0,,,1
2972.jpg,"https://img2.baidu.com/it/u=351104926,889981449&fm=253&fmt=auto&app=138&f=JPEG?w=360&h=535",0,,,1
2973.jpg,"https://img2.baidu.com/it/u=3054561460,2543673410&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=1632",1,12,11,1
2974.jpg,"https://img1.baidu.com/it/u=4039545214,136364426&fm=253&fmt=auto&app=138&f=JPEG?w=288&h=407",0,,,1
2975.jpg,"https://img0.baidu.com/it/u=3032852027,972964599&fm=253&fmt=auto&app=138&f=JPEG?w=268&h=366",0,,,0
2976.jpg,"http://t15.baidu.com/it/u=3217692626,3013911886&fm=224&app=112&f=JPEG?w=281&h=500&s=3027DF1417174BCE52D452490300C0FC",1,3,11,1
2977.jpg,"https://img0.baidu.com/it/u=2927490619,2022464074&fm=253&fmt=auto&app=138&f=JPEG?w=952&h=500",1,9,12,-1
2978.jpg,"https://img1.baidu.com/it/u=1556965017,912448606&fm=253&fmt=auto&app=138&f=JPEG?w=360&h=500",1,12,12,0
2979.jpg,"https://img2.baidu.com/it/u=496611571,338255174&fm=253&fmt=auto&app=138&f=JPEG?w=667&h=500",1,11,6,-1
298.jpg,"https://img2.baidu.com/it/u=3275059830,764630755&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=713",0,,,1
2980.jpg,https://img-u-4.51miz.com/Templet/00/18/60/96/186096_07143b6fd0d9a2b4032f7ad6900ad081.jpg-1.jpg,1,12,6,1
2981.jpg,"https://img2.baidu.com/it/u=1447230542,3452089572&fm=253&fmt=auto&app=138&f=JPEG?w=500&h=707",1,10,3,-1
2982.jpg,"https://img0.baidu.com/it/u=3000329057,2920508043&fm=253&fmt=auto&app=138&f=JPEG?w=354&h=500",1,5,12,-1
2983.jpg,https://pic.ibaotu.com/00/06/83/44P888piCR2U.jpg-1.jpg!ww7002,0,,,1
2984.jpg,"http://img.yipic.cn/thumb/3d3adb69/c318dcf0/93300409/1f9dac7f/effect_big_3d3adb69c318dcf0933004091f9dac7f.jpg?x-oss-8=image/format,webp/sharpen,100",0,,,1
2985.jpg,https://img.zcool.cn/community/0183d65c91f91ea801214168cd9b9d.jpg@1280w_1l_2o_100sh.jpg,0,,,0
2986.jpg,"https://img0.baidu.com/it/u=153266007,34696931&fm=253&fmt=auto&app=120&f=JPEG?w=500&h=1000",0,,,1
2987.jpg,"https://img1.baidu.com/it/u=921316321,906810635&fm=253&fmt=auto&app=138&f=JPEG?w=420&h=600",0,,,0
2988.jpg,"https://img0.baidu.com/it/u=3923502781,1295827586&fm=253&fmt=auto&app=138&f=JPEG?w=579&h=500",0,,,1
2989.jpg,"https://img2.baidu.com/it/u=1050470387,251960440&fm=253&fmt=auto&app=120&f=JPEG?w=660&h=132",0,,,1
